nid,name,address,state
1457269,Bairnsdale Parklands Care Community,BAIRNSDALE VIC 3875,VIC
1209376,Genista Aged Care Facility,GREYSTANES NSW 2145,NSW
1655837,Palm Lake Care Beachmere,BEACHMERE QLD 4510,QLD
1234933,Southern Cross Care Young Residential Aged Care,YOUNG NSW 2594,NSW
1199155,Calvary The Brelsford,COFFS HARBOUR NSW 2450,NSW
1236116,Bupa Bateau Bay,BATEAU BAY NSW 2261,NSW
1211552,Blue Care Toogoolawah Alkira Aged Care Facility,TOOGOOLAWAH QLD 4313,QLD
1209743,Benetas Colton Close,GLENROY VIC 3046,VIC
1202248,Lutheran Services - St Andrews,TALLEBUDGERA QLD 4228,QLD
1240286,MYVISTA Balcatta,BALCATTA WA 6021,WA
1961354,Bolton Clarke Beechwood (PKA - Beechwood Aged Care,REVESBY NSW 2212,NSW
1196314,Bupa Runaway Bay,COOMBABAH QLD 4216,QLD
1209673,Brightwater Oxford Gardens,JOONDALUP WA 6027,WA
1213126,Nazareth House Tamworth,OXLEY VALE NSW 2340,NSW
1950436,Walara Hamley Bridge,HAMLEY BRIDGE SA 5401,SA
1208055,Catholic Healthcare St Peter's Lane Cove North,LANE COVE NORTH NSW 2066,NSW
1195716,Nirvana Hostel,CLIFTON QLD 4361,QLD
1234118,BaptistCare Maranoa Centre - Alstonville,ALSTONVILLE NSW 2477,NSW
1885321,Heritage Northcote,NORTHCOTE VIC 3070,VIC
1219873,Uniting Nunyara Peakhurst,PEAKHURST NSW 2210,NSW
1192702,Bolton Clarke Carrington,PARKINSON QLD 4115,QLD
1235481,Arcare Hope Island,HOPE ISLAND QLD 4212,QLD
1462804,Wahroonga Place Care Community,WAHROONGA NSW 2076,NSW
1199587,Juniper Numbala Nunga,DERBY WA 6728,WA
1194353,Sunnymeade Park Aged Care Community,CABOOLTURE QLD 4510,QLD
1214419,Anglican Care Bishop Tyrrell Place,CUNDLETOWN NSW 2430,NSW
1227158,Craigcare Albany,YAKAMIA WA 6330,WA
1207003,Coffs Harbour Grange Care Community,COFFS HARBOUR NSW 2450,NSW
1219438,Dongara/Mingenew/Eneabba MPS,PORT DENISON WA 6525,WA
1233956,Ridleyton Greek Home for the Aged,BROMPTON SA 5007,SA
1194423,Karinya Residential Care,NARROGIN WA 6312,WA
1235090,Garden City Retirement Home,UPPER MOUNT GRAVATT QLD 4122,QLD
1748480,mecwacare Squires Place,ALTONA NORTH VIC 3025,VIC
1202090,Southern Cross Care Tenison Goulburn Residential A,GOULBURN NSW 2580,NSW
1372385,Ira Parker Nursing Home,BALAKLAVA SA 5461,SA
1208858,Midland Nursing Home,MIDLAND WA 6056,WA
1823031,Vietnam Veterans Keith Payne VC Hostel,NORAVILLE NSW 2263,NSW
1469376,Kirra Beach Care Community,COOLANGATTA QLD 4225,QLD
1196641,Southern Cross Care Allora,ALLORA QLD 4362,QLD
1221034,Baptcare Heritage Manor Community,MORWELL VIC 3840,VIC
1415136,Uniting AgeWell Queenborough Rise,SANDY BAY TAS 7005,TAS
1210462,Blue Care Elanora Pineshaven Aged Care Facility,ELANORA QLD 4221,QLD
1844847,John Flynn Retirement Village,BURWOOD EAST VIC 3151,VIC
1202109,Arcare Nirvana Avenue,MALVERN EAST VIC 3145,VIC
1193756,Merrimac Park Private Care,MERRIMAC QLD 4226,QLD
1202324,Blue Care Sunnybank Hills Carramar Aged Care Facil,SUNNYBANK HILLS QLD 4109,QLD
1212965,Meercroft Care,DEVONPORT TAS 7310,TAS
1234519,Catholic Healthcare George Mockler Hostel,MONA VALE NSW 2103,NSW
1195832,Osboine Contemporary Aged Care,BAYSWATER WA 6053,WA
1207925,Cooinda House,KIPPA-RING QLD 4021,QLD
1235352,The Maronite Sisters Of The Holy Family Village,MARRICKVILLE NSW 2204,NSW
1233721,Mercy Place Montrose,MONTROSE VIC 3765,VIC
1500618,Residency by Dillons Fremantle,FREMANTLE WA 6160,WA
1209305,Forest View Aged Persons Home,CHILDERS QLD 4660,QLD
2160820,Moyne Roshana Care,CANOWINDRA NSW 2804,NSW
1235428,Buckland House Nursing Home,MANSFIELD VIC 3722,VIC
1204560,Maybanke Aged Care Plus Centre,DULWICH HILL NSW 2203,NSW
1219215,Moora/Dandaragan MPS,MOORA WA 6510,WA
1192315,Trescowthick House Hostel,NATIMUK VIC 3409,VIC
1209261,Ascott Gardens,ORANGE NSW 2800,NSW
1211157,Macquarie Lodge Aged Care Plus Centre,ARNCLIFFE NSW 2205,NSW
2110076,Ozcare Innisfail,INNISFAIL QLD 4860,QLD
1867442,Villa Maria,LESMURDIE WA 6076,WA
1430729,Lucy Chieng Aged Care Centre,HURSTVILLE NSW 2220,NSW
1377178,Vaucluse Nursing Home,VAUCLUSE NSW 2030,NSW
1236323,Arcare Carnegie,CARNEGIE VIC 3163,VIC
1227612,Baptcare Brookview Community,WESTMEADOWS VIC 3049,VIC
1211345,Eldercare - South Park Minlaton,MINLATON SA 5575,SA
1207850,Woollahra Montefiore Home,WOOLLAHRA NSW 2025,NSW
1192435,The Whiddon Group - Narrabri - Jessie Hunt,NARRABRI NSW 2390,NSW
1194534,Bupa Woodend,WOODEND VIC 3442,VIC
1207726,Dubbo Homestead Care Community,DUBBO NSW 2830,NSW
1203951,Warrigal Care Mt Warrigal,MOUNT WARRIGAL NSW 2528,NSW
1463614,Rockpool RAC Morayfield,MORAYFIELD QLD 4506,QLD
1192909,Estia Health Aldgate,ALDGATE SA 5154,SA
1218379,Blue Care Carina Aged Care Facility,CARINA QLD 4152,QLD
1823044,Adelene Nursing Home,WYOMING NSW 2250,NSW
1918726,Lee Roshana Care,BLAYNEY NSW 2799,NSW
1737804,Lockhart Multi-Purpose Service,LOCKHART NSW 2656,NSW
1238098,Eldercare Sash Ferguson,MOUNT BARKER SA 5251,SA
1371112,Eastern Eyre - Cleve MPS,CLEVE SA 5640,SA
2008629,Oxa Care,EPPING VIC 3076,VIC
1224566,Regis Port Coogee,NORTH COOGEE WA 6163,WA
1195941,Ozcare Port Douglas,PORT DOUGLAS QLD 4877,QLD
1196221,Tweed River Care Community,TWEED HEADS NSW 2485,NSW
1194471,Palm Lake Care Mt Warren Park,MT WARREN PARK QLD 4207,QLD
2050700,Braemar House,EAST FREMANTLE WA 6158,WA
1211595,Anglicare Lemongrove Gardens,PENRITH NSW 2750,NSW
1208876,Russian Relief Association of St Sergius of Radone,CABRAMATTA NSW 2166,NSW
1208122,Gibson Street Complex,NORTH BENDIGO VIC 3550,VIC
1210225,Ainslie Low Head,LOW HEAD TAS 7253,TAS
1192838,Bolga Court Hostel,TALLANGATTA VIC 3700,VIC
1206680,Lynden Aged Care,CAMBERWELL VIC 3124,VIC
1215004,Nimbin Multi-Purpose Service,NIMBIN NSW 2480,NSW
2067083,Yackandandah Health Residential Aged Care,YACKANDANDAH VIC 3749,VIC
1208540,Calvary Cooinda Retirement Community,SINGLETON NSW 2330,NSW
1207743,Aruma Lodge,BROKEN HILL NSW 2880,NSW
2012730,Luson Bloom,CLYDE NORTH VIC 3978,VIC
2059152,Baptistcare Morrison Gardens,MIDLAND WA 6056,WA
1371211,Waikerie MPS,WAIKERIE SA 5330,SA
1216175,Churches of Christ Rockingham Aged Care Service,CARDWELL QLD 4849,QLD
1193746,Estia Health Altona Meadows,ALTONA MEADOWS VIC 3028,VIC
2077567,Warrigal Hughes,HUGHES ACT 2605,ACT
1208578,Aegis Hermitage,ELLENBROOK WA 6069,WA
1371084,Torrens Valley Aged Care,GUMERACHA SA 5233,SA
1206792,The Oaks Nursing Home-Gisborne,GISBORNE VIC 3437,VIC
2297563,Ozcare Douglas,DOUGLAS QLD 4814,QLD
1221025,Denmark MPS,DENMARK WA 6333,WA
1209650,The Whiddon Group - Glenfield - Easton Park,GLENFIELD NSW 2167,NSW
2029571,Keilor East Manor Care Community,KEILOR EAST VIC 3033,VIC
1210190,St Vincent's Care Services Gympie,GYMPIE QLD 4570,QLD
2011472,Durham Green Lodge Memory Care,MENANGLE NSW 2568,NSW
1377039,Coober Pedy MPS,COOBER PEDY SA 5723,SA
1737800,Urana Multi-Purpose Service,URANA NSW 2645,NSW
1202993,Tasman MPS,NUBEENA TAS 7184,TAS
1201660,Campbell Place,GLEN WAVERLEY VIC 3150,VIC
1192486,James Thomas Court,SEBASTOPOL VIC 3356,VIC
1208385,Labrina Village Residential Care,PROSPECT SA 5082,SA
1207015,Bethanie Illawong,HAMILTON HILL WA 6163,WA
1211480,Dalrymple Villa,RICHMOND HILL QLD 4820,QLD
1788920,Capecare Dunsborough,DUNSBOROUGH WA 6281,WA
1193253,Ian Brand Residential Care,BUNDOORA VIC 3083,VIC
1215428,Archbold House Aged Care Facility,ROSEVILLE NSW 2069,NSW
1226071,Regis Elermore Vale,ELERMORE VALE NSW 2287,NSW
1201809,Anglicare Farrer Brown Court,CASTLE HILL NSW 2154,NSW
1239234,St Vincent's Care Services Bronte,BRONTE NSW 2024,NSW
1447892,IRT Thomas Holt Sans Souci Gardens,SANS SOUCI NSW 2219,NSW
1221411,Lake Grace MPS,LAKE GRACE WA 6353,WA
1197763,Southern Plus East Fremantle,EAST FREMANTLE WA 6158,WA
1197584,Mayflower Brighton,BRIGHTON EAST VIC 3187,VIC
1233785,St Louis Nursing Home,PARKSIDE SA 5063,SA
1197501,Regis Port Macquarie,PORT MACQUARIE NSW 2444,NSW
1230299,Emerald Hill Residence,SOUTH MELBOURNE VIC 3205,VIC
1195582,S Antonio Da Padova Nursing Home,RYDE NSW 2112,NSW
1201932,The Oaks Residential Aged Care Facility,WARWICK QLD 4370,QLD
1199478,Princess Juliana Lodge,NORTH TURRAMURRA NSW 2074,NSW
1604315,Irvin House,COBRAM VIC 3644,VIC
1210669,Amana Living St George's Care Centre,BAYSWATER WA 6053,WA
1194313,Brightwater The Oaks,WAIKIKI WA 6169,WA
1211641,Emmerton Park Aged Care Facility,SMITHTON TAS 7330,TAS
1195770,Jacaranda Grove Hostel,CESSNOCK NSW 2325,NSW
1730964,Anglicare Barry Marsh House,ORAN PARK NSW 2570,NSW
1196813,Regis Port Stephens,CORLETTE NSW 2315,NSW
1208044,TriCare Pt Vernon Aged Care Residence,POINT VERNON QLD 4655,QLD
1216894,Bupa Cairns,MOOROOBOOL QLD 4870,QLD
2163121,Mooroolbark Manor Care Community,MOOROOLBARK VIC 3138,VIC
1210010,SummitCare Canley Vale,CANLEY VALE NSW 2166,NSW
1210587,Ashwood Residential Care Service,PENDLE HILL NSW 2145,NSW
1234917,IRT William Beach Gardens,KANAHOOKA NSW 2530,NSW
1196341,Arcare Brighton,BRIGHTON VIC 3186,VIC
1211855,Castle Hill Aged Care Home,CASTLE HILL NSW 2154,NSW
1208811,Catholic Healthcare Coolamon Villa,MULLUMBIMBY NSW 2482,NSW
1950437,Kurrajong Lodge,HORSHAM VIC 3400,VIC
1220604,Juniper Annesley,BENTLEY WA 6102,WA
1462799,Manly Hillside Care Community,NORTH MANLY NSW 2100,NSW
1209345,Goondee Aged Care Home,STRATHFIELD NSW 2135,NSW
1210804,Sirius Cove Nursing Home,MOSMAN NSW 2088,NSW
1217291,St Vincent's Care Services Auburn,AUBURN NSW 2144,NSW
1214150,TriCare Mt Gravatt Aged Care Residence,UPPER MOUNT GRAVATT QLD 4122,QLD
1206790,Randwick Montefiore Home,RANDWICK NSW 2031,NSW
1211023,Southern Cross Care Edens Landing - Connolly Court,EDENS LANDING QLD 4207,QLD
1204434,Murravale Aged Care Facility,MURRURUNDI NSW 2338,NSW
1210476,Blue Care Bli Bli Aged Care Facility,BLI BLI QLD 4560,QLD
1211929,Weeroona Aged Care Plus Centre,BASS HILL NSW 2197,NSW
1195668,Peninsula Villages Ltd,UMINA BEACH NSW 2257,NSW
1235906,Bupa Berwick,NARRE WARREN NORTH VIC 3804,VIC
1961138,Estia Health Valley View,VALLEY VIEW SA 5093,SA
1875072,Applecross Shore Care Community,APPLECROSS WA 6153,WA
1207907,Casson House,NORTH PERTH WA 6006,WA
1208895,Estia Health Daw Park,DAW PARK SA 5041,SA
1201763,James Watson Centre,EAST PERTH WA 6004,WA
1207909,Star Of The Sea Home For The Aged,WALLAROO SA 5556,SA
2235280,Springhaven Frail Aged Hostel,KOJONUP WA 6395,WA
1209629,Palmwoods Care Centre,PALMWOODS QLD 4555,QLD
1206783,Park Village,ELIZABETH PARK SA 5113,SA
1215465,Uniting Caroona Marima Goonellabah,GOONELLABAH NSW 2480,NSW
1233607,Aurrum Reservoir,RESERVOIR VIC 3073,VIC
1210015,Estia Health Ringwood,RINGWOOD VIC 3134,VIC
1204864,Anglicare Elizabeth Lodge,RUSHCUTTERS BAY NSW 2011,NSW
1209512,Nareeba Moopi Moopi Pa Aged Care Hostel,DUNWICH QLD 4183,QLD
1229955,BaptistCare Niola Centre,PARKES NSW 2870,NSW
1210171,Avoca Hostel,AVOCA VIC 3467,VIC
1221501,Corryong MPS,CORRYONG VIC 3707,VIC
1193916,Blue Care Gladstone Edenvale Aged Care Facility,GLEN EDEN QLD 4680,QLD
1209726,Peter Sinclair Gardens,HAWKS NEST NSW 2324,NSW
1207410,Carrum Downs Private Nursing Home,CARRUM DOWNS VIC 3201,VIC
1207081,Catholic Healthcare Villa Maria Centre,UNANDERRA NSW 2526,NSW
1234417,Calvary St Paul's Retirement Community,CUNDLETOWN NSW 2430,NSW
1192269,Wellington Park Private Care,WELLINGTON POINT QLD 4160,QLD
1208143,Carshalton House Hostel,GOLDEN SQUARE VIC 3555,VIC
1203303,Berkeley Vale Care Community,BERKELEY VALE NSW 2261,NSW
1213013,Bupa Barrabool,BELMONT VIC 3216,VIC
1961276,Bolton Clarke Smithfield,SMITHFIELD SA 5114,SA
1377054,Nalya Lodge Hostel,PETERBOROUGH SA 5422,SA
1208613,Allawah Lodge,COOLAMON NSW 2701,NSW
1206516,Grace Of Mary Greek Cypriot Elderly Hostel,EPPING VIC 3076,VIC
1209418,Chaffey Aged Care,MERBEIN VIC 3505,VIC
1209323,BaptistCare Orana Centre,POINT CLARE NSW 2250,NSW
1204190,Corrigin MPS,CORRIGIN WA 6375,WA
1207387,Frank And Jess Kennett Home,STANWELL PARK NSW 2508,NSW
1965626,Uniting Autumn Lodge Glass Street,ARMIDALE NSW 2350,NSW
1204394,Bethel Lodge,ASHFIELD NSW 2131,NSW
2068210,St Nicholas Seniors Care Centre,PUNCHBOWL NSW 2196,NSW
1209313,Bolton Clarke Fairview,PINJARRA HILLS QLD 4069,QLD
2050472,Hill View House - Merrimac,MERRIMAC QLD 4226,QLD
1229411,RFBI Dubbo Masonic Village,DUBBO NSW 2830,NSW
1210053,Rocky Ridge,KATHERINE NT 0850,NT
1204410,Resthaven Mount Gambier,MOUNT GAMBIER SA 5290,SA
1235441,Yeoval Community Nursing Home,YEOVAL NSW 2868,NSW
2076804,Anglicare The Terraces Residential Care,PADDINGTON NSW 2021,NSW
1198381,Bupa Mildura,MILDURA VIC 3500,VIC
1207937,Kanwal Gardens Care Community,KANWAL NSW 2259,NSW
1209499,Boort District Health High Care,BOORT VIC 3537,VIC
1208099,Juniper Trinity,BENTLEY WA 6102,WA
1195634,Regis Hornsby,HORNSBY NSW 2077,NSW
1215258,Huntingdon Gardens Aged Care Facility,BEXLEY NSW 2207,NSW
1216124,mecwacare O'Mara House,TRARALGON VIC 3844,VIC
1209262,Murray Haven Hostel,BARHAM NSW 2732,NSW
1240281,Oakfield Lodge Residential Care,MOUNT BARKER SA 5251,SA
1219358,Boyup Brook MPS,BOYUP BROOK WA 6244,WA
1210235,Doutta Galla Avondale Heights Aged Care Facility,AVONDALE HEIGHTS VIC 3034,VIC
1210427,Uniting Quong Tart Ashfield,ASHFIELD NSW 2131,NSW
1906612,McLellan House Hostel,JACANA VIC 3047,VIC
1748478,Dural House Aged Care,DURAL NSW 2158,NSW
1422040,Uniting AgeWell Strathdevon,LATROBE TAS 7307,TAS
1653988,McLean Care Mackellar Alkira Campus,GUNNEDAH NSW 2380,NSW
1208653,Finley Regional Care,FINLEY NSW 2713,NSW
2123528,Sunrise Beach Aged Care,SUNRISE BEACH QLD 4567,QLD
1636948,mecwacare Annie's Court,SHOREHAM VIC 3916,VIC
1206905,Catholic Healthcare Our Lady of Loreto Gardens,HAMLYN TERRACE NSW 2259,NSW
1212973,St Brigid's Green Maroubra,MAROUBRA NSW 2035,NSW
1210506,Estia Health Mount Coolum,MOUNT COOLUM QLD 4573,QLD
1195101,Wintringham Gilgunya Village,COBURG VIC 3058,VIC
2160816,Macleod Roshana Care,MACLEOD VIC 3085,VIC
1193159,Birchip Nursing Home,BIRCHIP VIC 3483,VIC
2163120,BlueCross Hilltop,PRESTON VIC 3072,VIC
1845484,mecwacare Ballan Aged Care Facility,BALLAN VIC 3342,VIC
1234498,Aegis Sandstrom,MOUNT LAWLEY WA 6050,WA
1211747,ValleyView Residence,COLLIE WA 6225,WA
1201749,Garrawarra Centre,WATERFALL NSW 2233,NSW
1213230,Mercy Community Services - Emmaus,NUDGEE QLD 4014,QLD
1234488,Florence Price Gardens,BALLINA NSW 2478,NSW
1783504,PresCare - Alexandra Gardens,ROCKHAMPTON DC QLD 4701,QLD
1210175,Benevolent Living,ROCKHAMPTON QLD 4700,QLD
1950442,Dimboola District Hospital Nursing Home Unit,DIMBOOLA VIC 3414,VIC
1878116,Arcare Castlemaine,MCKENZIE HILL VIC 3451,VIC
1235330,Warrigal Care Bundanoon,BUNDANOON NSW 2578,NSW
1194451,Blue Care Kingaroy Canowindra Aged Care Facility,KINGAROY QLD 4610,QLD
1204395,Vermont Aged Care,VERMONT VIC 3133,VIC
1208441,Cooinda Hostel,COONABARABRAN NSW 2357,NSW
1225271,St Vincent's Care Services Yennora,YENNORA NSW 2161,NSW
1730203,Alpine Health - Kiewa Valley House MPS,MOUNT BEAUTY VIC 3699,VIC
1195811,Fronditha Clayton Aged Care,CLAYTON SOUTH VIC 3169,VIC
1206373,IRT Woonona,WOONONA NSW 2517,NSW
1466187,Miranda Aged Care Facility,MIRANDA NSW 2228,NSW
1202255,Southern Cross Care St Joseph's Residential Aged C,TWEED HEADS SOUTH NSW 2486,NSW
1823415,Arcare Mollymook,MOLLYMOOK NSW 2539,NSW
1196814,Regis Playford,DAVOREN PARK SA 5113,SA
1192425,Alfred Cove Care Community,ALFRED COVE WA 6154,WA
1210482,Restvale Hostel,LOBETHAL SA 5241,SA
1192526,Aegis Bassendean,BASSENDEAN WA 6054,WA
1235981,Estia Health Toorak Gardens,TOORAK GARDENS SA 5065,SA
1209685,Estia Health Flagstaff Hill,FLAGSTAFF HILL SA 5159,SA
1207707,The Churchill Retreat,KILBURN SA 5084,SA
1918774,Woodford Manor Aged Care,WOODFORD QLD 4514,QLD
1210217,Ozcare Malanda,MALANDA QLD 4885,QLD
1211680,Bindaree Care Centre,BOYNE ISLAND QLD 4680,QLD
1235203,Baptcare Abbey Gardens Community,WARRAGUL VIC 3820,VIC
1860323,Sunset Views Manor,TARNEIT VIC 3029,VIC
1209845,The Greek Community Home For The Aged,EARLWOOD NSW 2206,NSW
1192854,Kaniva Hostel,KANIVA VIC 3419,VIC
1371124,Lower Eyre - Tumby Bay MPS,TUMBY BAY SA 5605,SA
1194640,Rupanyup District Nursing Home,RUPANYUP VIC 3388,VIC
1234881,Southern Cross Care North Turramurra Residential A,NORTH TURRAMURRA NSW 2074,NSW
1740946,Rivulet,SOUTH HOBART TAS 7004,TAS
1231596,Estia Health Keysborough,KEYSBOROUGH VIC 3173,VIC
1738232,Guyra Multi-Purpose Service,GUYRA NSW 2365,NSW
1494456,The Royce Manor,PENRITH NSW 2750,NSW
1221890,MannaCare - Doncaster Melaleuca Lodge,DONCASTER VIC 3108,VIC
1207939,Alexander Aged Care,BROOKVALE NSW 2100,NSW
1194636,Magill Manor,MAGILL SA 5072,SA
1216463,St Vincent's Care Services Toowoomba - Hostel,TOOWOOMBA QLD 4350,QLD
1204738,Wongaburra Garden Settlement Hostel,BEAUDESERT QLD 4285,QLD
1194418,Proserpine Nursing Home,PROSERPINE QLD 4800,QLD
1237068,Embracia in Reservoir,RESERVOIR VIC 3073,VIC
1207150,St Basil's at Croydon Park,CROYDON PARK SA 5008,SA
1235950,Bupa Greensborough,GREENSBOROUGH VIC 3088,VIC
2163685,Clarence Estate Residential Health and Aged Care,SPENCER PARK WA 6330,WA
1207914,Mandurah Coast Care Community,DUDLEY PARK WA 6210,WA
2296179,mecwacare Long Gully,LONG GULLY VIC 3550,VIC
1208935,Amana Living Lefroy Care Centre,BULL CREEK WA 6149,WA
1207854,The Whiddon Group - Redhead,REDHEAD NSW 2290,NSW
1208366,St Lukes Nursing Home,ELIZABETH BAY NSW 2011,NSW
2275065,Estia Health Noosa,TEWANTIN QLD 4565,QLD
1207013,Bethanie Geneff,INNALOO WA 6018,WA
1203757,Villa Maria Catholic Homes Justin Villa Aged Care,BALWYN VIC 3103,VIC
1194751,Glenview Community Services Inc.,GLENORCHY TAS 7010,TAS
1200248,Boronia House,ST MARYS NSW 2760,NSW
2029570,Templestowe Grove Care Community,TEMPLESTOWE VIC 3106,VIC
1210011,Benetas Gladswood Lodge,BRUNSWICK WEST VIC 3055,VIC
1234129,Berlasco Court Caring Centre,INDOOROOPILLY QLD 4068,QLD
1961299,Bolton Clarke Medina Manor,THORNBURY VIC 3071,VIC
2011467,Harden Grange,HARDEN NSW 2587,NSW
1961272,Bolton Clarke Little Para,ELIZABETH VALE SA 5112,SA
1197975,Edward River Gardens,MOULAMEIN NSW 2733,NSW
2050471,Hill View House - Ashmore,ASHMORE QLD 4214,QLD
2006080,Moran Stockton,STOCKTON NSW 2295,NSW
2180486,Maryborough Community Aged Care,TINANA QLD 4650,QLD
1963778,Bolton Clarke Villa Serena,ROBINA QLD 4226,QLD
1204919,Anglicare Brian King Gardens,CASTLE HILL NSW 2154,NSW
1210508,Catholic Healthcare Bodington,WENTWORTH FALLS NSW 2782,NSW
1232751,Anglicare SQ Kirami Home for the Aged,POINT VERNON QLD 4655,QLD
1209532,Calvary Rosanna Views,ROSANNA VIC 3084,VIC
1200057,Southern Cross Care Lavington Residential Aged Car,LAVINGTON NSW 2641,NSW
1225542,Calvary Millward,DONCASTER EAST VIC 3109,VIC
2067956,Juniper Waratah Lodge,WAGIN WA 6315,WA
1209278,Natimuk BNH-Nursing Home Annexe,NATIMUK VIC 3409,VIC
1215942,Homestead Estate Residential Aged Care,WALLINGTON VIC 3222,VIC
1227059,Arcare North Shore,BURDELL QLD 4818,QLD
1239831,Traralgon Aged Care,TRARALGON VIC 3844,VIC
1199352,Waranga Health,RUSHWORTH VIC 3612,VIC
1210046,RFBI Cessnock Masonic Village,CESSNOCK NSW 2325,NSW
1209488,Alchera House,KORUMBURRA VIC 3950,VIC
1216721,Southern Cross MPS,SOUTHERN CROSS WA 6426,WA
1203215,Advantaged Care at Barden Lodge,BARDEN RIDGE NSW 2234,NSW
1221412,Merredin MPS,MERREDIN WA 6415,WA
1208063,Koonambil Aged Care,COONAMBLE NSW 2829,NSW
1197560,Elizabeth Gardens Burwood,BURWOOD VIC 3125,VIC
1208131,The Whiddon Group - Kelso,KELSO NSW 2795,NSW
1199579,Lake Haven Court Aged Care Facility,CHARMHAVEN NSW 2263,NSW
1206301,Dunmunkle Lodge Hostel,MINYIP VIC 3392,VIC
1195586,Warrina Hostel,YARRAWONGA VIC 3730,VIC
1371085,Kapunda Homes,KAPUNDA SA 5373,SA
1192338,Walara Balaklava Millcourt,BALAKLAVA SA 5461,SA
1961350,Bolton Clarke Carinya,MYRTLE BANK SA 5064,SA
1213135,Drysdale Grove,DRYSDALE VIC 3222,VIC
1202413,Sutherland Lodge,BAIRNSDALE VIC 3875,VIC
1260567,Stretton Park Hostel,MAFFRA VIC 3860,VIC
1235252,Bupa Rangeville,RANGEVILLE QLD 4350,QLD
1377030,Kangaroo Island MPS,KINGSCOTE SA 5223,SA
1234007,Uniting Osborne Nowra,NOWRA NSW 2541,NSW
2014096,Twilight Grace Gardens,DURAL NSW 2158,NSW
1238521,Bolton Clarke Glendale,MOUNT LOUISA QLD 4814,QLD
1220767,Rosewood Care Leederville,LEEDERVILLE WA 6007,WA
2141360,Bolton Clarke Buderim Views,BUDERIM QLD 4556,QLD
1195325,Arcare Caulfield,CAULFIELD NORTH VIC 3161,VIC
1201882,Southern Cross Care Chinchilla - Illoura Village,CHINCHILLA QLD 4413,QLD
2110079,Juninga Centre,NIGHTCLIFF NT 0810,NT
1211514,ACH Group Residential Care - Highercombe,HOPE VALLEY SA 5090,SA
1240371,Bankstown Terrace Care Community,BANKSTOWN NSW 2200,NSW
2055465,HammondCare Daw Park,DAW PARK SA 5041,SA
2163141,Sandringham Grove Care Community,SANDRINGHAM VIC 3191,VIC
1210524,Vivian Bullwinkel Lodge,MERRIWA WA 6030,WA
1208379,McMaugh Gardens Hostel,URALLA NSW 2358,NSW
1192485,Karana,YARRAWONGA VIC 3730,VIC
1218038,Pines Living,FARRER ACT 2607,ACT
2143670,Arcare Warners Bay,WARNERS BAY NSW 2282,NSW
1192687,Garden View Nursing Home,MERRYLANDS WEST NSW 2160,NSW
1192541,Carinya Lodge Hostel,KORUMBURRA VIC 3950,VIC
2083254,Haddington Nursing Home,TENTERFIELD NSW 2372,NSW
1212697,Killara Hostel,KOOWEERUP VIC 3981,VIC
1209206,Yallaroo,ALBURY NSW 2640,NSW
1604320,Banawah,NATHALIA VIC 3638,VIC
1237150,Geoffrey Cutter Centre,BALLARAT VIC 3350,VIC
1197065,IRT Peakhurst,PEAKHURST NSW 2210,NSW
1214301,MercyCare Kelmscott,KELMSCOTT WA 6111,WA
1219640,Northampton/Kalbarri MPS,NORTHAMPTON WA 6525,WA
1212492,mecwacare Malvern Centre,MALVERN VIC 3144,VIC
1210451,AnglicareSA Grange,GRANGE SA 5022,SA
1200137,Carino Care at Sylvania,SYLVANIA NSW 2224,NSW
1236014,Bupa Campbelltown,CAMPBELLTOWN SA 5074,SA
1200427,Garden Village,PORT MACQUARIE NSW 2444,NSW
1868603,Southern Cross Care Miles - Carinya,MILES QLD 4415,QLD
1221185,Kensington Park Nursing Home,KENSINGTON WA 6151,WA
1718594,Arcare Essendon,ESSENDON VIC 3040,VIC
1193836,RFBI Armidale Masonic Village,ARMIDALE NSW 2350,NSW
1221145,McNamara Lodge,MEADOW SPRINGS WA 6210,WA
1199949,Resthaven Craigmore,CRAIGMORE SA 5114,SA
1215667,Mid West - Elliston MPS,ELLISTON SA 5670,SA
1196876,Blue Care Capricorn Aged Care Facility,YEPPOON QLD 4703,QLD
1194354,Blue Care Maleny Erowal Aged Care Facility,MALENY QLD 4552,QLD
1212532,Cedar Place Aged Care Facility,KEMPSEY NSW 2440,NSW
1193095,Churches of Christ Clive Burdeu Aged Care Service,HILLCREST QLD 4118,QLD
1212938,Palm Lake Aged Care Deception Bay,DECEPTION BAY QLD 4508,QLD
1209480,Southport Lodge,SOUTHPORT QLD 4215,QLD
1236355,Wintringham Eunice Seddon Home,DANDENONG VIC 3175,VIC
1234456,Mayflower Reservoir,RESERVOIR VIC 3073,VIC
1201271,IRT Moruya,MORUYA NSW 2537,NSW
1209659,Boort District Health Low Care,BOORT VIC 3537,VIC
1199056,Theodore Multipurpose Health Service,THEODORE QLD 4719,QLD
1234247,AnglicareSA Elizabeth - Dutton Court,ELIZABETH EAST SA 5112,SA
1211723,Alwyndor Aged Care,HOVE SA 5048,SA
1211737,Havilah Hostel,MARYBOROUGH VIC 3465,VIC
1209335,The Whiddon Group - Glenfield,GLENFIELD NSW 2167,NSW
1210438,Anglican Care McIntosh Court,BOORAGUL NSW 2284,NSW
1208527,Rubicon Grove,PORT SORELL TAS 7307,TAS
1199843,Catholic Healthcare St Francis Aged Care - Grafton,GRAFTON NSW 2460,NSW
1199628,Juniper Elimatta,MENORA WA 6050,WA
